"Date","Price","Open","High","Low","Vol.","Change %"
"06/18/2019","114,000","114,700","115,000","113,800","433.86K","-0.44%"
"06/17/2019","114,500","115,900","116,500","113,800","415.39K","-0.87%"
"06/14/2019","115,500","116,000","116,000","114,300","350.18K","0.00%"
"06/13/2019","115,500","115,200","115,900","115,200","267.94K","-0.43%"
"06/12/2019","116,000","117,000","117,500","116,000","258.35K","-0.85%"
"06/11/2019","117,000","117,600","117,800","117,000","308.91K","-0.51%"
"06/10/2019","117,600","117,200","118,700","117,200","955.89K","0.51%"
"06/07/2019","117,000","116,600","117,000","116,100","286.94K","0.95%"
"06/06/2019","115,900","115,900","115,900","114,400","167.50K","0.00%"
"06/05/2019","115,900","115,000","115,900","115,000","244.40K","1.13%"
"06/04/2019","114,600","113,600","115,400","113,600","262.74K","0.09%"
"06/03/2019","114,500","114,000","115,500","113,000","281.51K","-0.09%"
"05/31/2019","114,600","115,800","115,800","114,600","296.61K","-0.35%"
"05/30/2019","115,000","115,200","116,200","115,000","572.81K","-0.17%"
"05/29/2019","115,200","114,900","115,400","114,000","357.95K","1.05%"
"05/28/2019","114,000","116,000","116,000","114,000","503.27K","-0.87%"
"05/27/2019","115,000","114,000","115,900","114,000","166.08K","0.00%"
"05/24/2019","115,000","115,500","116,200","114,300","628.56K","-1.71%"
"05/23/2019","117,000","117,000","117,600","116,200","249.83K","-0.43%"
"05/22/2019","117,500","117,200","118,100","116,000","382.33K","0.00%"
"05/21/2019","117,500","118,700","118,700","116,300","708.62K","0.00%"
"05/20/2019","117,500","117,000","117,500","116,100","406.34K","0.51%"
"05/17/2019","116,900","117,000","118,100","116,100","464.26K","0.00%"
"05/16/2019","116,900","115,300","118,900","115,300","773.01K","1.39%"
"05/15/2019","115,300","113,500","116,200","113,400","456.79K","1.59%"
"05/14/2019","113,500","112,000","113,500","111,900","539.28K","0.53%"
"05/13/2019","112,900","111,900","112,900","111,700","439.20K","0.18%"
"05/10/2019","112,700","112,600","113,000","112,200","289.16K","0.09%"
"05/09/2019","112,600","112,700","112,700","111,600","314.14K","0.00%"
"05/08/2019","112,600","111,500","112,700","111,400","348.50K","0.00%"
"05/07/2019","112,600","112,200","113,300","111,000","421.35K","0.36%"
"05/06/2019","112,200","112,000","112,300","110,200","290.58K","-0.27%"
"05/03/2019","112,500","113,700","113,700","112,100","705.50K","-0.97%"
"05/02/2019","113,600","113,800","113,900","113,000","190.97K","-0.09%"
"04/26/2019","113,700","112,000","113,700","112,000","826.05K","0.09%"
"04/25/2019","113,600","113,800","113,800","112,000","503.49K","-0.18%"
"04/24/2019","113,800","113,000","114,000","112,100","447.82K","0.71%"
"04/23/2019","113,000","111,900","113,000","111,000","534.66K","0.98%"
"04/22/2019","111,900","109,000","111,900","107,000","794.06K","1.63%"
"04/19/2019","110,100","110,000","110,600","108,200","414.05K","1.01%"
"04/18/2019","109,000","109,500","110,000","105,000","891.24K","-0.91%"
"04/17/2019","110,000","111,300","113,000","110,000","960.22K","-2.74%"
"04/16/2019","113,100","109,500","113,100","108,000","1.23M","-0.09%"
"04/12/2019","113,200","115,000","115,000","113,000","551.99K","-1.57%"
"04/11/2019","115,000","111,800","115,000","111,800","350.81K","2.86%"
"04/10/2019","111,800","113,000","114,000","110,900","696.00K","-1.06%"
"04/09/2019","113,000","116,000","116,000","112,800","1.16M","-2.16%"
"04/08/2019","115,500","115,200","115,800","114,800","435.19K","0.35%"
"04/05/2019","115,100","115,300","115,400","114,600","235.79K","0.00%"
"04/04/2019","115,100","115,300","115,800","114,100","383.73K","0.17%"
"04/03/2019","114,900","115,500","116,000","114,500","464.27K","-1.20%"
"04/02/2019","116,300","116,900","117,200","116,200","1.04M","-0.17%"
"04/01/2019","116,500","116,400","116,500","115,800","828.43K","0.52%"
"03/29/2019","115,900","115,900","116,800","115,900","1.10M","0.00%"
"03/28/2019","115,900","113,900","115,900","113,900","561.88K","1.76%"
"03/27/2019","113,900","115,000","115,900","113,900","772.08K","0.18%"
"03/26/2019","113,700","115,500","116,800","113,000","846.57K","-1.30%"
"03/25/2019","115,200","117,000","117,300","115,000","886.80K","-2.87%"
"03/22/2019","118,600","117,000","118,900","117,000","1.11M","1.37%"
"03/21/2019","117,000","120,000","120,300","117,000","1.21M","-2.66%"
"03/20/2019","120,200","121,000","121,000","119,100","780.19K","-0.66%"
"03/19/2019","121,000","121,300","122,400","120,700","1.19M","-0.25%"
"03/18/2019","121,300","120,000","121,300","119,100","1.11M","2.19%"
"03/15/2019","118,700","119,300","119,300","117,900","1.70M","-0.08%"
"03/14/2019","118,800","116,500","118,800","115,600","1.16M","1.11%"
"03/13/2019","117,500","118,500","120,000","117,000","1.26M","-0.93%"
"03/12/2019","118,600","119,000","119,400","118,200","902.20K","0.25%"
"03/11/2019","118,300","117,000","118,300","117,000","429.39K","0.17%"
"03/08/2019","118,100","119,000","119,600","118,100","845.28K","-0.92%"
"03/07/2019","119,200","117,900","122,500","117,800","1.80M","1.27%"
"03/06/2019","117,700","117,700","117,700","117,100","377.28K","0.34%"
"03/05/2019","117,300","117,400","117,800","116,900","706.06K","-0.09%"
"03/04/2019","117,400","116,700","117,600","115,800","660.55K","2.00%"
"03/01/2019","115,100","114,000","117,000","114,000","739.26K","0.96%"
"02/28/2019","114,000","117,000","117,400","113,100","1.13M","-2.90%"
"02/27/2019","117,400","115,500","117,900","115,500","824.62K","1.65%"
"02/26/2019","115,500","116,000","116,600","113,500","792.71K","-0.69%"
"02/25/2019","116,300","117,000","117,900","115,900","624.89K","-0.60%"
"02/22/2019","117,000","118,000","118,400","116,600","720.97K","-1.18%"
"02/21/2019","118,400","116,500","118,400","116,300","1.16M","1.63%"
"02/20/2019","116,500","115,200","116,900","115,200","678.80K","0.43%"
"02/19/2019","116,000","113,500","116,600","113,500","1.00M","2.02%"
"02/18/2019","113,700","112,500","113,700","111,700","829.15K","1.52%"
"02/15/2019","112,000","113,000","113,000","112,000","670.90K","-0.80%"
"02/14/2019","112,900","109,000","113,000","109,000","995.31K","3.58%"
"02/13/2019","109,000","108,000","109,300","107,200","822.04K","-0.09%"
"02/12/2019","109,100","104,900","109,100","104,000","769.11K","4.90%"
"02/11/2019","104,000","102,000","104,000","101,200","527.31K","5.26%"
"02/01/2019","98,800","103,800","103,800","98,800","2.10M","-4.91%"
"01/31/2019","103,900","104,000","104,500","102,500","651.02K","0.00%"
"01/30/2019","103,900","103,900","104,000","102,900","370.04K","0.00%"
"01/29/2019","103,900","104,900","104,900","103,000","225.31K","0.19%"
"01/28/2019","103,700","102,900","103,700","102,600","381.26K","0.78%"
"01/25/2019","102,900","102,800","103,500","102,200","306.67K","0.10%"
"01/24/2019","102,800","102,500","102,900","102,200","184.72K","0.19%"
"01/23/2019","102,600","102,000","103,700","102,000","299.57K","0.20%"
"01/22/2019","102,400","102,400","102,400","101,500","258.07K","0.00%"
"01/21/2019","102,400","102,200","102,400","101,300","404.25K","0.20%"
"01/18/2019","102,200","101,500","102,200","100,900","498.29K","0.20%"
"01/17/2019","102,000","102,000","102,200","100,700","325.13K","0.00%"
"01/16/2019","102,000","101,500","102,100","100,800","518.16K","0.49%"
"01/15/2019","101,500","101,400","101,500","100,400","711.45K","0.10%"
"01/14/2019","101,400","101,300","101,900","100,200","562.93K","0.00%"
"01/11/2019","101,400","101,000","101,400","100,100","569.03K","0.00%"
"01/10/2019","101,400","101,200","101,500","100,000","551.98K","-0.10%"
"01/09/2019","101,500","101,000","101,900","99,000","659.21K","0.50%"
"01/08/2019","101,000","102,000","102,000","99,700","494.30K","0.00%"
"01/07/2019","101,000","100,900","103,000","99,900","589.15K","0.40%"
"01/04/2019","100,600","100,000","100,700","98,000","458.00K","0.30%"
"01/03/2019","100,300","100,000","100,300","98,200","496.95K","-0.10%"
"01/02/2019","100,400","101,200","101,300","97,500","602.45K","5.35%"
"12/28/2018","95,300","103,300","103,400","95,300","381.32K","-6.93%"
"12/27/2018","102,400","101,000","102,900","101,000","690.68K","0.49%"
"12/26/2018","101,900","101,000","101,900","101,000","367.75K","0.00%"
"12/25/2018","101,900","100,100","101,900","100,100","293.61K","-0.10%"
"12/24/2018","102,000","102,000","102,200","101,300","216.96K","0.00%"
"12/21/2018","102,000","100,500","102,000","100,000","791.04K","0.10%"
"12/20/2018","101,900","101,000","102,000","100,800","387.37K","-0.10%"
"12/19/2018","102,000","102,000","102,300","100,500","506.60K","0.00%"
"12/18/2018","102,000","101,800","102,000","100,000","531.47K","-0.49%"
"12/17/2018","102,500","102,000","102,700","101,900","205.95K","-0.19%"
"12/14/2018","102,700","102,200","103,000","101,600","234.66K","-0.10%"
"12/13/2018","102,800","102,500","103,900","101,800","488.82K","0.59%"
"12/12/2018","102,200","102,200","102,400","102,000","403.32K","0.00%"
"12/11/2018","102,200","102,100","102,200","101,400","457.47K","0.10%"
"12/10/2018","102,100","102,000","102,200","101,100","806.73K","-0.10%"
"12/07/2018","102,200","102,100","102,200","101,500","460.96K","0.10%"
"12/06/2018","102,100","102,100","102,200","101,100","251.61K","0.00%"
"12/05/2018","102,100","101,900","102,200","101,000","461.24K","0.10%"
"12/04/2018","102,000","102,400","102,400","101,600","966.49K","0.10%"
"12/03/2018","101,900","101,800","103,000","101,300","262.71K","0.20%"
"11/30/2018","101,700","101,000","102,000","97,500","1.02M","-0.29%"
"11/29/2018","102,000","102,500","103,000","101,700","367.13K","0.00%"
"11/28/2018","102,000","101,500","102,000","100,800","577.60K","0.49%"
"11/27/2018","101,500","100,500","103,200","100,500","467.40K","1.00%"
"11/26/2018","100,500","99,000","100,500","98,000","642.52K","1.52%"
"11/23/2018","99,000","98,800","99,000","97,000","1.06M","1.02%"
"11/22/2018","98,000","97,200","98,000","96,500","1.35M","0.72%"
"11/21/2018","97,300","97,000","97,300","95,000","1.61M","0.10%"
"11/20/2018","97,200","94,700","97,200","94,700","1.47M","0.83%"
"11/19/2018","96,400","90,100","96,400","90,100","1.55M","6.99%"
"11/16/2018","90,100","91,700","92,500","89,800","895.70K","-1.74%"
"11/15/2018","91,700","94,700","94,700","90,900","689.54K","-3.17%"
"11/14/2018","94,700","93,600","95,100","93,400","450.95K","1.50%"
"11/13/2018","93,300","94,800","95,000","93,300","598.80K","-2.71%"
"11/12/2018","95,900","95,800","96,000","95,500","720.99K","0.00%"
"11/09/2018","95,900","95,000","96,000","95,000","602.57K","-0.10%"
"11/08/2018","96,000","96,000","96,600","95,800","383.03K","0.00%"
"11/07/2018","96,000","96,300","96,300","94,300","608.18K","0.21%"
"11/06/2018","95,800","96,000","96,500","95,400","597.17K","-0.21%"
"11/05/2018","96,000","96,000","96,500","95,100","664.13K","0.00%"
"11/02/2018","96,000","95,600","96,700","95,500","1.48M","0.52%"
"11/01/2018","95,500","96,500","96,800","95,000","1.23M","-1.75%"
"10/31/2018","97,200","95,600","97,200","95,600","582.47K","0.62%"
"10/30/2018","96,600","95,500","97,300","95,500","452.08K","-0.62%"
"10/29/2018","97,200","95,500","97,700","95,000","643.70K","0.83%"
"10/26/2018","96,400","96,200","98,000","95,700","653.11K","-0.41%"
"10/25/2018","96,800","96,700","98,200","94,600","404.05K","-2.02%"
"10/24/2018","98,800","98,000","99,500","97,500","681.29K","-0.20%"
"10/23/2018","99,000","98,100","99,000","96,500","608.75K","-0.10%"
"10/22/2018","99,100","98,100","99,600","97,100","536.93K","0.00%"
"10/19/2018","99,100","96,500","99,100","96,500","915.87K","0.00%"
"10/18/2018","99,100","98,500","99,200","98,000","896.14K","0.10%"
"10/17/2018","99,000","98,600","99,600","98,200","1.31M","0.41%"
"10/16/2018","98,600","95,000","98,600","94,200","1.29M","3.25%"
"10/15/2018","95,500","96,000","96,700","94,000","720.50K","-0.52%"
"10/12/2018","96,000","93,000","97,500","92,800","1.74M","3.23%"
"10/11/2018","93,000","92,000","94,400","89,900","3.28M","-3.73%"
"10/10/2018","96,600","96,600","97,700","96,500","1.21M","0.00%"
"10/09/2018","96,600","96,600","97,300","96,100","944.59K","0.00%"
"10/08/2018","96,600","97,600","98,300","96,400","1.77M","-1.93%"
"10/05/2018","98,500","99,900","100,400","98,300","1.87M","-2.09%"
"10/04/2018","100,600","102,100","102,200","100,600","635.15K","-1.57%"
"10/03/2018","102,200","103,000","103,900","101,800","860.38K","0.20%"
"10/02/2018","102,000","99,900","102,000","99,700","1.21M","3.55%"
"10/01/2018","98,500","99,900","102,500","98,500","1.27M","0.20%"
"09/28/2018","98,300","98,600","98,600","98,100","857.91K","-0.30%"
"09/27/2018","98,600","99,000","99,200","98,500","497.46K","-0.40%"
"09/26/2018","99,000","99,200","99,300","99,000","505.18K","-0.50%"
"09/25/2018","99,500","99,600","99,600","99,200","426.72K","-0.10%"
"09/24/2018","99,600","98,600","100,300","98,600","323.61K","1.01%"
"09/21/2018","98,600","98,500","99,300","98,400","1.58M","0.10%"
"09/20/2018","98,500","98,200","99,500","98,200","449.42K","-0.10%"
"09/19/2018","98,600","99,600","100,100","98,500","416.47K","-1.00%"
"09/18/2018","99,600","98,000","99,600","98,000","613.16K","0.61%"
"09/17/2018","99,000","100,800","101,300","98,900","465.65K","-1.98%"
"09/14/2018","101,000","100,300","101,500","99,700","614.37K","0.70%"
"09/13/2018","100,300","101,400","102,000","100,000","422.54K","-1.08%"
"09/12/2018","101,400","101,200","103,000","101,100","629.76K","0.20%"
"09/11/2018","101,200","98,500","102,000","98,500","726.37K","1.91%"
"09/10/2018","99,300","98,000","99,900","97,100","896.45K","2.16%"
"09/07/2018","97,200","96,100","99,000","96,100","698.83K","-0.82%"
"09/06/2018","98,000","101,100","101,500","98,000","918.94K","-3.45%"
"09/05/2018","101,500","102,100","102,800","101,500","610.50K","-0.59%"
"09/04/2018","102,100","103,400","103,400","102,000","343.19K","-1.26%"
"08/31/2018","103,400","103,300","103,400","101,500","1.81M","0.00%"
"08/30/2018","103,400","103,000","103,500","102,500","1.17M","0.39%"
"08/29/2018","103,000","104,200","104,200","103,000","533.72K","-1.15%"
"08/28/2018","104,200","103,600","104,500","103,500","617.62K","0.00%"
"08/27/2018","104,200","104,100","105,000","103,800","839.36K","0.19%"
"08/24/2018","104,000","104,600","105,100","103,800","1.26M","-0.57%"
"08/23/2018","104,600","104,000","105,900","104,000","1.81M","0.97%"
"08/22/2018","103,600","103,500","104,100","103,100","795.47K","0.48%"
"08/21/2018","103,100","102,500","103,100","102,000","1.04M","0.49%"
"08/20/2018","102,600","102,000","103,200","102,000","1.00M","0.29%"
"08/17/2018","102,300","102,100","103,300","102,100","449.53K","0.20%"
"08/16/2018","102,100","100,100","103,100","100,100","1.23M","0.20%"
"08/15/2018","101,900","103,300","104,300","101,900","644.81K","-1.36%"
"08/14/2018","103,300","102,800","104,600","101,800","1.17M","0.49%"
"08/13/2018","102,800","103,500","104,000","101,400","1.73M","-1.34%"
"08/10/2018","104,200","104,000","105,800","101,000","1.89M","0.00%"
"08/09/2018","104,200","107,500","108,700","104,000","2.82M","-4.23%"
"08/08/2018","108,800","109,700","110,900","108,600","1.62M","-1.36%"
"08/07/2018","110,300","111,000","111,500","109,900","1.10M","-1.08%"
"08/06/2018","111,500","112,000","112,900","109,700","3.67M","0.00%"
"08/03/2018","111,500","107,200","112,700","106,800","2.53M","4.50%"
"08/02/2018","106,700","106,500","107,400","106,200","1.63M","0.19%"
"08/01/2018","106,500","106,300","107,500","106,300","1.27M","0.09%"
"07/31/2018","106,400","106,000","107,500","105,100","1.90M","0.00%"
"07/30/2018","106,400","106,900","106,900","105,600","1.16M","0.00%"
"07/27/2018","106,400","107,000","107,600","105,700","1.19M","0.38%"
"07/26/2018","106,000","105,300","106,000","104,400","1.30M","1.53%"
"07/25/2018","104,400","104,500","105,400","104,100","755.57K","-0.10%"
"07/24/2018","104,500","104,000","105,600","104,000","1.49M","0.48%"
"07/23/2018","104,000","103,600","106,500","103,300","1.26M","0.39%"
"07/20/2018","103,600","103,500","105,000","103,500","2.19M","-1.33%"
"07/19/2018","105,000","105,000","105,000","103,000","2.86M","0.00%"
"07/18/2018","105,000","102,500","105,000","102,500","1.92M","0.96%"
"07/17/2018","104,000","101,000","104,100","100,000","1.21M","1.46%"
"07/16/2018","102,500","103,500","103,500","101,000","1.07M","-0.49%"
"07/13/2018","103,000","104,200","104,200","102,000","564.04K","0.00%"
"07/12/2018","103,000","104,900","104,900","101,000","357.71K","-1.44%"
"07/11/2018","104,500","101,000","104,500","100,000","840.12K","1.46%"
"07/10/2018","103,000","105,000","106,500","102,500","795.03K","-1.90%"
"07/09/2018","105,000","106,000","107,300","104,500","701.99K","-1.13%"
"07/06/2018","106,200","104,100","106,900","101,800","1.43M","-0.28%"
"07/05/2018","106,500","104,000","107,300","103,000","1.42M","1.43%"
"07/04/2018","105,000","99,500","106,200","97,000","1.97M","5.32%"
"07/03/2018","99,700","106,000","107,000","99,700","3.21M","-7.00%"
"07/02/2018","107,200","106,000","108,500","106,000","953.20K","-0.28%"
"06/29/2018","107,500","105,100","107,800","105,100","2.97M","0.00%"
"06/28/2018","107,500","105,000","110,700","105,000","1.19M","3.89%"
"06/27/2018","103,471","102,149","103,967","101,653","1.43M","1.29%"
"06/26/2018","102,149","100,000","102,397","99,587","922.41K","-0.08%"
"06/25/2018","102,231","103,306","103,306","101,653","680.81K","0.73%"
"06/22/2018","101,488","103,223","103,223","101,488","558.56K","-0.97%"
"06/21/2018","102,479","103,306","103,719","100,992","2.06M","-0.80%"
"06/20/2018","103,306","101,653","103,306","100,826","1.06M","1.63%"
"06/19/2018","101,653","100,413","101,983","96,694","2.45M","-0.32%"
"06/18/2018","101,983","102,066","104,050","101,240","1.71M","-0.08%"
"06/15/2018","102,066","104,132","104,793","102,066","5.77M","-1.98%"
"06/14/2018","104,132","106,446","106,446","103,306","1.91M","-1.56%"
"06/13/2018","105,785","100,826","105,785","100,826","2.21M","2.89%"
"06/12/2018","102,810","99,174","102,975","99,174","2.52M","0.08%"
"06/11/2018","102,727","102,479","103,388","101,240","1.74M","0.08%"
"06/08/2018","102,645","101,818","103,140","100,826","1.09M","0.00%"
"06/07/2018","102,645","103,223","103,636","101,818","1.79M","0.08%"
"06/06/2018","102,562","99,174","102,810","97,273","2.48M","2.48%"
"06/05/2018","100,083","99,174","101,240","98,016","1.21M","0.92%"
"06/04/2018","99,174","98,347","99,256","97,934","1.09M","0.84%"
"06/01/2018","98,347","95,372","99,174","94,215","5.12M","2.59%"
"05/31/2018","95,868","92,397","96,694","90,083","6.74M","4.50%"
"05/30/2018","91,736","90,992","93,802","87,521","2.21M","0.91%"
"05/29/2018","90,909","87,851","92,149","87,686","2.06M","-0.90%"
"05/28/2018","91,736","84,959","91,736","84,711","3.82M","3.74%"
"05/25/2018","88,430","86,033","91,405","82,645","3.21M","2.79%"
"05/24/2018","86,033","85,124","86,777","83,636","3.67M","1.07%"
"05/23/2018","85,124","83,554","87,851","81,818","2.86M","-3.20%"
"05/22/2018","87,934","91,570","94,215","87,934","3.13M","-6.99%"
"05/21/2018","94,545","101,653","101,653","94,545","2.73M","-6.99%"
"05/18/2018","101,653","100,826","103,306","99,587","1.84M","0.00%"
"05/17/2018","101,653","107,438","107,438","101,240","2.14M","-5.38%"
"05/16/2018","107,438","109,091","109,091","105,785","1.06M","-1.52%"
"05/15/2018","109,091","110,661","111,405","109,091","2.07M","0.00%"
"05/14/2018","109,091","103,306","109,091","103,306","2.86M","6.45%"
"05/11/2018","102,479","99,256","102,479","98,347","1.63M","2.90%"
"05/10/2018","99,587","101,488","101,488","99,174","2.16M","-1.95%"
"05/09/2018","101,570","101,322","101,818","100,661","2.04M","-0.81%"
"05/08/2018","102,397","102,975","103,223","101,818","1.53M","-0.56%"
"05/07/2018","102,975","102,066","103,306","102,066","1.28M","0.08%"
"05/04/2018","102,893","100,496","103,388","99,174","3.89M","1.22%"
"05/03/2018","101,653","101,653","104,215","100,826","5.72M","-1.60%"
"05/02/2018","103,306","104,132","104,132","99,174","6.30M","-0.79%"
"04/27/2018","104,132","101,405","104,545","100,826","3.65M","-0.79%"
"04/26/2018","104,959","104,793","104,959","101,570","7.79M","0.00%"
"04/24/2018","104,959","99,174","105,455","97,686","10.55M","3.08%"
"04/23/2018","101,818","102,479","103,967","101,488","5.85M","0.16%"
"04/20/2018","101,653","99,917","102,893","94,132","5.04M","1.74%"
"04/19/2018","99,917","106,281","106,612","99,917","6.67M","-6.93%"
"04/18/2018","107,355","108,264","109,091","107,355","2.79M","-0.08%"
"04/17/2018","107,438","107,438","109,091","105,372","2.79M","1.01%"
"04/16/2018","106,364","105,785","106,777","102,893","2.04M","0.86%"
"04/13/2018","105,455","105,785","107,934","104,959","2.53M","0.47%"
"04/12/2018","104,959","102,479","105,620","100,331","4.35M","0.79%"
"04/11/2018","104,132","108,760","110,331","102,479","3.89M","-3.82%"
"04/10/2018","108,264","111,570","113,058","108,264","5.44M","-2.89%"
"04/09/2018","111,488","111,570","111,983","109,917","3.88M","1.89%"
"04/06/2018","109,421","107,438","109,504","107,190","2.36M","1.07%"
"04/05/2018","108,264","109,091","109,917","107,190","3.86M","2.74%"
"04/04/2018","105,372","101,653","106,529","101,653","2.35M","4.25%"
"04/03/2018","101,074","100,992","101,653","99,835","2.92M","-0.57%"
"04/02/2018","101,653","98,099","102,893","97,521","2.97M","4.95%"
"03/30/2018","96,859","95,124","96,859","94,215","2.10M","1.91%"
"03/29/2018","95,041","94,628","95,455","93,802","1.91M","0.44%"
"03/28/2018","94,628","93,388","95,868","92,727","1.76M","1.33%"
"03/27/2018","93,388","96,694","97,355","93,306","3.81M","-0.70%"
"03/26/2018","94,050","90,909","96,777","89,669","5.67M","3.93%"
"03/23/2018","90,496","87,273","91,901","87,190","4.18M","1.39%"
"03/22/2018","89,256","90,083","91,488","89,256","2.74M","0.00%"
"03/21/2018","89,256","86,694","89,752","86,364","4.26M","3.65%"
"03/20/2018","86,116","85,124","87,190","85,124","1.27M","-0.19%"
"03/19/2018","86,281","82,810","86,777","82,810","1.45M","4.71%"
"03/16/2018","82,397","82,149","83,471","82,149","3.74M","0.20%"
"03/15/2018","82,231","85,041","85,041","82,231","3.37M","-2.93%"
"03/14/2018","84,711","84,711","86,694","84,711","2.48M","-0.10%"
"03/13/2018","84,793","82,645","85,041","82,562","1.65M","2.60%"
"03/12/2018","82,645","85,124","86,033","82,397","5.03M","-3.38%"
"03/09/2018","85,537","85,289","87,603","82,645","3.86M","0.29%"
"03/08/2018","85,289","80,992","86,281","80,909","3.02M","4.66%"
"03/07/2018","81,488","81,405","82,645","79,752","1.88M","0.10%"
"03/06/2018","81,405","79,339","81,405","77,686","1.89M","4.79%"
"03/05/2018","77,686","78,512","82,314","77,686","2.37M","-0.53%"
"03/02/2018","78,099","76,033","78,926","76,033","1.06M","0.53%"
"03/01/2018","77,686","78,017","79,174","77,107","1.49M","-0.95%"
"02/28/2018","78,430","76,281","78,595","76,281","2.00M","1.50%"
"02/27/2018","77,273","79,752","80,083","76,446","2.80M","-1.58%"
"02/26/2018","78,512","76,033","79,752","76,033","3.22M","3.71%"
"02/23/2018","75,702","75,207","76,033","75,207","1.59M","1.22%"
"02/22/2018","74,793","74,380","76,033","73,636","2.49M","0.56%"
"02/21/2018","74,380","72,645","76,033","72,149","3.67M","4.53%"
"02/13/2018","71,157","70,248","71,901","69,421","1.65M","2.99%"
"02/12/2018","69,091","65,289","69,091","65,289","1.70M","6.91%"
"02/09/2018","64,628","62,810","64,959","61,570","1.83M","-1.01%"
"02/08/2018","65,289","66,116","66,942","65,289","1.25M","-2.47%"
"02/07/2018","66,942","67,769","68,512","66,942","1.90M","-0.12%"
"02/06/2018","67,025","62,397","67,025","62,397","7.76M","0.00%"
"02/05/2018","67,025","70,578","71,074","67,025","3.13M","-6.99%"
"02/02/2018","72,066","71,488","73,140","71,488","5.01M","0.69%"
"02/01/2018","71,570","72,314","72,562","70,248","2.96M","0.70%"
"01/31/2018","71,074","70,661","73,058","70,331","6.25M","1.18%"
"01/30/2018","70,248","70,661","70,909","69,008","3.06M","-0.58%"
"01/29/2018","70,661","71,074","72,149","70,413","1.99M","0.00%"
"01/26/2018","70,661","71,074","71,488","70,165","2.27M","0.47%"
"01/25/2018","70,331","70,248","73,967","70,248","7.86M","0.12%"
"01/22/2018","70,248","69,835","70,744","69,421","2.39M","1.19%"
"01/19/2018","69,421","70,248","71,240","69,421","5.50M","-0.47%"
"01/18/2018","69,752","68,595","69,752","66,529","3.05M","0.48%"
"01/17/2018","69,421","71,074","71,736","68,595","4.43M","-2.33%"
"01/16/2018","71,074","72,066","72,314","70,248","4.88M","-1.38%"
"01/15/2018","72,066","71,405","73,388","71,157","4.83M","2.11%"
"01/12/2018","70,578","67,355","71,322","67,190","6.83M","5.43%"
"01/11/2018","66,942","66,777","67,934","66,198","3.91M","0.25%"
"01/10/2018","66,777","66,942","68,017","66,612","4.27M","0.25%"
"01/09/2018","66,612","66,859","68,182","66,116","3.97M","0.37%"
"01/08/2018","66,364","66,116","67,686","65,372","4.81M","0.38%"
"01/05/2018","66,116","66,942","66,942","65,289","3.42M","-1.23%"
"01/04/2018","66,942","67,355","68,678","66,529","3.55M","0.62%"
"01/03/2018","66,529","65,702","68,760","64,959","6.07M","2.94%"
"01/02/2018","64,628","64,132","64,876","63,967","1.74M","1.16%"
"12/29/2017","63,884","64,132","66,033","63,636","2.55M","-0.13%"
"12/28/2017","63,967","64,050","64,876","63,967","1.34M","0.26%"
"12/27/2017","63,802","64,463","65,289","63,388","3.54M","-1.03%"
"12/26/2017","64,463","64,711","65,289","64,297","2.79M","0.00%"
"12/25/2017","64,463","62,810","64,463","62,645","1.69M","3.18%"
"12/22/2017","62,479","60,909","62,479","60,661","2.73M","3.56%"
"12/21/2017","60,331","61,074","62,397","60,331","2.08M","-0.68%"
"12/20/2017","60,744","60,578","61,074","59,835","1.82M","0.00%"
"12/19/2017","60,744","61,653","62,397","60,578","1.22M","-0.68%"
"12/18/2017","61,157","59,008","61,157","59,008","1.45M","5.41%"
"12/15/2017","58,017","58,430","59,256","57,934","5.06M","-2.50%"
"12/14/2017","59,504","59,421","59,917","58,678","577.42K","0.00%"
"12/13/2017","59,504","59,091","59,669","58,595","662.60K","1.12%"
"12/12/2017","58,843","60,331","60,413","57,025","1.38M","-1.11%"
"12/11/2017","59,504","59,504","60,496","58,678","1.28M","-1.37%"
"12/08/2017","60,331","58,843","60,744","57,438","2.14M","1.39%"
"12/07/2017","59,504","59,917","60,992","58,678","1.22M","-1.37%"
"12/06/2017","60,331","60,826","60,826","57,769","3.24M","0.00%"
"12/05/2017","60,331","63,636","64,876","58,512","4.46M","-4.07%"
"12/04/2017","62,893","62,066","63,802","61,570","2.08M","2.01%"
"12/01/2017","61,653","61,570","62,314","60,992","1.17M","0.13%"
"11/30/2017","61,570","62,975","63,388","61,570","2.09M","-2.23%"
"11/29/2017","62,975","63,636","63,636","62,893","1.60M","0.00%"
"11/28/2017","62,975","64,050","65,207","62,810","2.16M","0.26%"
"11/27/2017","62,810","61,157","65,702","59,504","2.60M","2.01%"
"11/24/2017","61,570","63,223","63,223","61,570","1.04M","-2.61%"
"11/23/2017","63,223","62,810","64,297","62,149","1.58M","0.66%"
"11/22/2017","62,810","63,636","65,124","60,744","2.02M","-1.30%"
"11/21/2017","63,636","64,463","67,438","63,223","4.55M","0.92%"
"11/20/2017","63,058","59,339","63,058","59,091","2.37M","6.86%"
"11/17/2017","59,008","58,017","59,504","57,769","1.90M","2.14%"
"11/16/2017","57,769","56,198","57,769","56,198","1.75M","1.30%"
"11/15/2017","57,025","56,694","57,438","55,620","2.92M","0.58%"
"11/14/2017","56,694","56,612","57,438","55,702","2.05M","0.00%"
"11/13/2017","56,694","54,545","56,694","53,967","1.47M","3.94%"
"11/10/2017","54,545","56,033","57,851","53,967","2.47M","-3.79%"
